"ID","Nome científico","Gênero","Subgênero","Epíteto específico","Status da espécie","Região/fauna","Subtribo","n_articles_ai_studied_species","n_candidate_articles_species","studied_article_ids","studied_titles"
570,"Tetragonula ashishi","Tetragonula","Tetragonula","ashishi","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
571,"Tetragonula bengalensis","Tetragonula","Tetragonula","bengalensis","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
572,"Tetragonula biroi","Tetragonula","Tetragonula","biroi","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
573,"Tetragonula callophyllae","Tetragonula","Tetragonula","callophyllae","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
574,"Tetragonula carbonaria","Tetragonula","Tetragonula","carbonaria","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",18,18,"51; 52; 84; 98; 101; 117; 137; 147; 186; 198; 214; 215; 226; 229; 246; 274; 330; 368","Conserved but mechanistically diverse piRNA defence against endogenous retroviruses in insects; Multi-Omic Analysis Reveals Population Differentiation and Signatures of Social Evolution in Tetragonula Stingless Bees; Temporal changes in the microbiome of stingless bee foragers following colony relocation; Shifting range in a stingless bee leads to pre-mating reproductive interference between species; Males Are Capable of Long-Distance Dispersal in a Social Bee; Reassessing Hybridisation in Australian Tetragonula Stingless Bees Using Multiple Genetic Markers; Anthropogenic hive movements are changing the genetic structure of a stingless bee (Tetragonula carbonaria) population along the east coast of Australia; Functional orthologs of honeybee CYP6AQ1 in stingless bees degrade the butenolide insecticide flupyradifurone; Potential DNA Barcoding of Local Stingless Honeybee (Tantadan) from Kiulu, Sabah using 28S Ribosomal DNA; Bacterial microbiota associated with the reproductive tissue of stingless bees; Genetic architecture of the Tetragonula carbonaria species complex of Australian stingless bees (Hymenoptera: Apidae: Meliponini); Apilactobacillus apisilvae sp. nov., Nicolia spurrieriana gen. nov. sp. nov., Bombilactobacillus folatiphilus sp. nov. and Bombilactobacillus thymidiniphilus sp. nov., four new lactic acid bacterial isolates from stingless bees Tetragonula carbonaria and Austroplebeia australis; Microbial communities of three sympatric Australian stingless bee species; Hive Transplantation Has Minimal Impact on the Core Gut Microbiome of the Australian Stingless Bee, Tetragonula carbonaria; Rapid evolution, rearrangements and whole mitogenome duplication in the Australian stingless bees Tetragonula (Hymenoptera: Apidae): A steppingstone towards understanding mitochondrial function and evolution; Conserved numts mask a highly divergent mitochondrial-COI gene in a species complex of Australian stingless bees Tetragonula (Hymenoptera: Apidae); Mitochondrial genome heteroplasmy and phylogenomics of the stingless bee Tetragonula laeviceps (Apidae, Apinae, Meliponini); Microbial diversity in stingless bee gut is linked to host wing size and influenced by the environment"
575,"Tetragonula clypearis","Tetragonula","Tetragonula","clypearis","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",1,1,"6","Stingless bees (Hymenoptera: Apidae) in South and West Sulawesi, Indonesia: morphology, nest structure, and molecular characteristics"
576,"Tetragonula dapitanensis","Tetragonula","Tetragonula","dapitanensis","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
577,"Tetragonula davenporti","Tetragonula","Tetragonula","davenporti","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",3,4,"117; 214; 330","Reassessing Hybridisation in Australian Tetragonula Stingless Bees Using Multiple Genetic Markers; Genetic architecture of the Tetragonula carbonaria species complex of Australian stingless bees (Hymenoptera: Apidae: Meliponini); Mitochondrial genome heteroplasmy and phylogenomics of the stingless bee Tetragonula laeviceps (Apidae, Apinae, Meliponini)"
578,"Tetragonula drescheri","Tetragonula","Tetragonula","drescheri","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",3,3,"123; 186; 260","Species description, morphometric measurement and molecular identification of stingless bees (Hymenoptera: Apidae: Meliponini) in meliponiculture industry in West Java Province, Indonesia; Potential DNA Barcoding of Local Stingless Honeybee (Tantadan) from Kiulu, Sabah using 28S Ribosomal DNA; Phylogenetic analysis of tetragonula minangkabau and other species using cytochrome b gene"
579,"Tetragonula florilega","Tetragonula","Tetragonula","florilega","Extinta","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
580,"Tetragonula fuscobalteata","Tetragonula","Tetragonula","fuscobalteata","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",5,5,"6; 186; 260; 316; 330","Stingless bees (Hymenoptera: Apidae) in South and West Sulawesi, Indonesia: morphology, nest structure, and molecular characteristics; Potential DNA Barcoding of Local Stingless Honeybee (Tantadan) from Kiulu, Sabah using 28S Ribosomal DNA; Phylogenetic analysis of tetragonula minangkabau and other species using cytochrome b gene; A study on the genetic variability of stingless bees in terengganu by using random amplified polymorphic dna (Rapd) markers: A preliminary assessment; Mitochondrial genome heteroplasmy and phylogenomics of the stingless bee Tetragonula laeviceps (Apidae, Apinae, Meliponini)"
581,"Tetragonula geissleri","Tetragonula","Tetragonula","geissleri","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
582,"Tetragonula gressitti","Tetragonula","Tetragonula","gressitti","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
583,"Tetragonula hirashimai","Tetragonula","Tetragonula","hirashimai","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
584,"Tetragonula hockingsi","Tetragonula","Tetragonula","hockingsi","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",9,9,"8; 52; 98; 117; 198; 214; 246; 274; 330","Gene Flow Between Populations With Highly Divergent Mitogenomes in the Australian Stingless Bee, Tetragonula hockingsi; Multi-Omic Analysis Reveals Population Differentiation and Signatures of Social Evolution in Tetragonula Stingless Bees; Shifting range in a stingless bee leads to pre-mating reproductive interference between species; Reassessing Hybridisation in Australian Tetragonula Stingless Bees Using Multiple Genetic Markers; Bacterial microbiota associated with the reproductive tissue of stingless bees; Genetic architecture of the Tetragonula carbonaria species complex of Australian stingless bees (Hymenoptera: Apidae: Meliponini); Rapid evolution, rearrangements and whole mitogenome duplication in the Australian stingless bees Tetragonula (Hymenoptera: Apidae): A steppingstone towards understanding mitochondrial function and evolution; Conserved numts mask a highly divergent mitochondrial-COI gene in a species complex of Australian stingless bees Tetragonula (Hymenoptera: Apidae); Mitochondrial genome heteroplasmy and phylogenomics of the stingless bee Tetragonula laeviceps (Apidae, Apinae, Meliponini)"
585,"Tetragonula iridipennis","Tetragonula","Tetragonula","iridipennis","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",3,3,"65; 115; 155","Unveiling the Cultivation-Dependent Gut Bacterial Microbiota in the Feral Stingless Bee, Tetragonula iridipennis Smith (Hymenoptera: Apidae); Stingless Bee, Tetragonula iridipennis Smith, 1854 (Hymenoptera: Apidae: Meliponini): Molecular and Morphological Characterization; The complete mitochondrial genome of the Indian dammer bee, Tetragonula iridipennis, and the phylogenomics of Meliponini"
586,"Tetragonula kyrdemkulaiensis","Tetragonula","Tetragonula","kyrdemkulaiensis","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
587,"Tetragonula laeviceps","Tetragonula","Tetragonula","laeviceps","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",11,11,"123; 158; 160; 162; 186; 237; 252; 260; 330; 332; 354","Species description, morphometric measurement and molecular identification of stingless bees (Hymenoptera: Apidae: Meliponini) in meliponiculture industry in West Java Province, Indonesia; Antimicrobial activity and antibiotic resistance of lactic acid bacteria isolated from Malaysian stingless bee's gut; Phylogenetic and Morphological Characteristics Reveal Cryptic Speciation in Stingless Bee, Tetragonula laeviceps s.l. Smith 1857 (Hymenoptera; Meliponinae); Effect of bee species on the physicochemical, bioactive, and microbiological properties of longan honey in Thailand; Potential DNA Barcoding of Local Stingless Honeybee (Tantadan) from Kiulu, Sabah using 28S Ribosomal DNA; Characterisation of probiotic potential and whole genome analysis of lactic acid bacteria isolated from Tetragonula Laeviceps and Heterotrigona Itama bee bread; Biomonitoring via DNA metabarcoding and light microscopy of bee pollen in rainforest transformation landscapes of Sumatra; Phylogenetic analysis of tetragonula minangkabau and other species using cytochrome b gene; Mitochondrial genome heteroplasmy and phylogenomics of the stingless bee Tetragonula laeviceps (Apidae, Apinae, Meliponini); Morphometric and molecular identification, domestication, and potentials of stingless bees (Apidae: Meliponini) in Mount Halimun Salak National Park, West Java, Indonesia; HIGH GENETIC VARIATIONS OF THE STINGLESS BEE Tetragonula laeviceps BASED ON MITOCHONDRIAL DNA OF CYTOCHROME C OXIDASE SUBUNIT 1 (CO1) GENE IN SUMATRA AND JAVA, INDONESIA"
588,"Tetragonula malaipanae","Tetragonula","Tetragonula","malaipanae","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
589,"Tetragonula melanocephala","Tetragonula","Tetragonula","melanocephala","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",1,1,"186","Potential DNA Barcoding of Local Stingless Honeybee (Tantadan) from Kiulu, Sabah using 28S Ribosomal DNA"
590,"Tetragonula melina","Tetragonula","Tetragonula","melina","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
591,"Tetragonula mellipes","Tetragonula","Tetragonula","mellipes","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",1,2,"274","Conserved numts mask a highly divergent mitochondrial-COI gene in a species complex of Australian stingless bees Tetragonula (Hymenoptera: Apidae)"
592,"Tetragonula minangkabau","Tetragonula","Tetragonula","minangkabau","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",1,2,"260","Phylogenetic analysis of tetragonula minangkabau and other species using cytochrome b gene"
593,"Tetragonula minor","Tetragonula","Tetragonula","minor","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
594,"Tetragonula pagdeni","Tetragonula","Tetragonula","pagdeni","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",9,9,"17; 45; 48; 106; 155; 161; 162; 175; 305","Population structure of the stingless bee (Tetragonula pagdeni Schwarz) in Thailand determined by cytochrome b and ATPase6–tRNAASP sequence analysis; Genetic differentiation of the stingless bee tetragonula pagdeni in Thailand using SSCP analysis of a large subunit of mitochondrial ribosomal DNA; The composition of bacteria in gut and beebread of stingless bees (Apidae: Meliponini) from tropics Yunnan, China; Distinct fungal microbiomes of two Thai commercial stingless bee species, Lepidotrigona terminata and Tetragonula pagdeni suggest a possible niche separation in a shared habitat; The complete mitochondrial genome of the Indian dammer bee, Tetragonula iridipennis, and the phylogenomics of Meliponini; The partial mitochondrial sequence of the Old World stingless bee, Tetragonula pagdeni; Effect of bee species on the physicochemical, bioactive, and microbiological properties of longan honey in Thailand; Structural Variations in Complete Mitogenome of Stingless Bees Serve as Auxiliary Molecular Markers for Generic Systematics; Unusual mitochondrial tRNA rearrangements in stingless bee Tetragonula pagdeni and phylogenetic analysis"
595,"Tetragonula pagdeniformis","Tetragonula","Tetragonula","pagdeniformis","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
596,"Tetragonula penangensis","Tetragonula","Tetragonula","penangensis","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
597,"Tetragonula perlucipinnae","Tetragonula","Tetragonula","perlucipinnae","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
598,"Tetragonula praeterita","Tetragonula","Tetragonula","praeterita","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
599,"Tetragonula reepeni","Tetragonula","Tetragonula","reepeni","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
600,"Tetragonula ruficornis","Tetragonula","Tetragonula","ruficornis","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
601,"Tetragonula sapiens","Tetragonula","Tetragonula","sapiens","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",1,1,"6","Stingless bees (Hymenoptera: Apidae) in South and West Sulawesi, Indonesia: morphology, nest structure, and molecular characteristics"
602,"Tetragonula sarawakensis","Tetragonula","Tetragonula","sarawakensis","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",1,2,"123","Species description, morphometric measurement and molecular identification of stingless bees (Hymenoptera: Apidae: Meliponini) in meliponiculture industry in West Java Province, Indonesia"
603,"Tetragonula shishirae","Tetragonula","Tetragonula","shishirae","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
604,"Tetragonula shubhami","Tetragonula","Tetragonula","shubhami","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
605,"Tetragonula sirindhornae","Tetragonula","Tetragonula","sirindhornae","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
606,"Tetragonula srikantanathi","Tetragonula","Tetragonula","srikantanathi","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
607,"Tetragonula sumae","Tetragonula","Tetragonula","sumae","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
608,"Tetragonula testaceitarsis","Tetragonula","Tetragonula","testaceitarsis","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,1,"",""
609,"Tetragonula vikrami","Tetragonula","Tetragonula","vikrami","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
610,"Tetragonula zucchii","Tetragonula","Tetragonula","zucchii","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",0,0,"",""
611,"Wallacetrigona incisa","Wallacetrigona","NA","incisa","Extante","Indomalaia / Papuásia / Austrália","Hypotrigonina",2,2,"6; 127","Stingless bees (Hymenoptera: Apidae) in South and West Sulawesi, Indonesia: morphology, nest structure, and molecular characteristics; Genetic diversity and population structure of an endemic bee Wallacetrigona incisa in South Sulawesi, Indonesia"
612,"Adactylurina aethiopica","Adactylurina","NA","aethiopica","Extinta","Gêneros exclusivamente fósseis","Hypotrigonina",0,0,"",""
613,"Cretotrigona prisca","Cretotrigona","NA","prisca","Extinta","Gêneros exclusivamente fósseis","Hypotrigonina",0,0,"",""
614,"Exebotrigona velteni","Exebotrigona","NA","velteni","Extinta","Gêneros exclusivamente fósseis","Hypotrigonina",0,0,"",""
615,"Kelneriapis eocenica","Kelneriapis","NA","eocenica","Extinta","Gêneros exclusivamente fósseis","Hypotrigonina",0,0,"",""
616,"Liotrigonopsis rozeni","Liotrigonopsis","NA","rozeni","Extinta","Gêneros exclusivamente fósseis","Hypotrigonina",0,0,"",""
617,"Meliponorytes sicula","Meliponorytes","NA","sicula","Extinta","Gêneros exclusivamente fósseis","Hypotrigonina",0,0,"",""
618,"Meliponorytes succini","Meliponorytes","NA","succini","Extinta","Gêneros exclusivamente fósseis","Hypotrigonina",0,0,"",""
619,"Proplebeia abdita","Proplebeia","NA","abdita","Extinta","Gêneros exclusivamente fósseis","Hypotrigonina",0,0,"",""
620,"Proplebeia dominicana","Proplebeia","NA","dominicana","Extinta","Gêneros exclusivamente fósseis","Hypotrigonina",3,3,"304; 366; 398","Enzymatic amplification and nucleotide sequencing of portions of the 18s rRNA gene of the bee Proplebeia dominicana (Apidae: Hymenoptera) isolated from 25-40 million year old Dominican amber; Isolation and partial characterisation of DNA from the bee Proplebeia dominicana (Apidae: Hymenoptera) in 25-40 million year old amber; BACILLUS DNA IN FOSSIL BEES - AN ANCIENT SYMBIOSIS"
621,"Proplebeia silacea","Proplebeia","NA","silacea","Extinta","Gêneros exclusivamente fósseis","Hypotrigonina",0,0,"",""
622,"Proplebeia tantilla","Proplebeia","NA","tantilla","Extinta","Gêneros exclusivamente fósseis","Hypotrigonina",0,0,"",""
623,"Proplebeia vetusta","Proplebeia","NA","vetusta","Extinta","Gêneros exclusivamente fósseis","Hypotrigonina",0,0,"",""
